ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,AGE_YEARS,EMPLOYED_YEARS,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,n_months,n_paid_off,n_no_loan,n_overdue_1_29,n_overdue_30_59,n_overdue_60_89,n_overdue_90_119,n_overdue_120_149,n_overdue_150plus,ever_defaulted,worst_status,recent_status
5010541,1,1,0,0,1,1,1,4,38.13,8.36,2,135000,-13928,-3052,1,0,0,0,4,0,C,53,48,0,3,1,1,0,0,0,0,2,C
5010542,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,-42,X,5,0,5,0,0,0,0,0,0,0,#NAME?,X
5010543,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,-5,X,11,0,4,7,0,0,0,0,0,0,0,X
5010544,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,-6,X,10,0,6,4,0,0,0,0,0,0,0,X
5010545,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,0,X,16,0,16,0,0,0,0,0,0,0,#NAME?,X
5010546,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,0,X,22,0,22,0,0,0,0,0,0,0,#NAME?,X
5010547,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,0,0,5,0,0,5,0,0,0,0,0,0,0,0
5010548,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,-32,C,8,4,2,2,0,0,0,0,0,0,0,C
5010549,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,0,X,47,0,47,0,0,0,0,0,0,0,#NAME?,X
5010551,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,0,X,7,0,7,0,0,0,0,0,0,0,#NAME?,X
5010553,1,1,1,1,1,3,1,4,49.79,8.27,0,315000,-18184,-3021,1,0,1,1,1,0,0,10,0,0,10,0,0,0,0,0,0,0,0
5010556,0,1,1,1,1,1,1,8,43.19,7.94,0,135000,-15774,-2901,1,0,1,0,2,0,C,59,8,51,0,0,0,0,0,0,0,#NAME?,C
5010557,0,1,1,1,1,1,1,8,43.19,7.94,0,135000,-15774,-2901,1,0,1,0,2,0,C,47,37,1,9,0,0,0,0,0,0,0,C
5010558,0,1,1,1,1,1,1,8,43.19,7.94,0,135000,-15774,-2901,1,0,1,0,2,0,X,39,0,39,0,0,0,0,0,0,0,#NAME?,X
5010559,0,1,1,1,1,1,1,8,43.19,7.94,0,135000,-15774,-2901,1,0,1,0,2,0,C,39,33,0,6,0,0,0,0,0,0,0,C
5010560,0,1,1,1,1,1,1,8,43.19,7.94,0,135000,-15774,-2901,1,0,1,0,2,0,C,39,13,6,20,0,0,0,0,0,0,0,C
5010564,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,-1,X,12,0,12,0,0,0,0,0,0,0,#NAME?,X
5010565,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,-12,C,11,6,1,4,0,0,0,0,0,0,0,C
5010566,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,-30,C,24,6,0,17,1,0,0,0,0,0,1,C
5010567,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,0,C,36,26,0,10,0,0,0,0,0,0,0,C
5010568,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,0,0,5,0,0,5,0,0,0,0,0,0,0,0
5010569,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,-42,X,12,0,12,0,0,0,0,0,0,0,#NAME?,X
5010570,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,0,C,12,6,0,6,0,0,0,0,0,0,0,C
5010571,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,-9,C,11,6,1,4,0,0,0,0,0,0,0,C
5010572,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,-12,X,12,0,12,0,0,0,0,0,0,0,#NAME?,X
5010573,1,1,1,0,0,1,1,2,27.78,4.61,0,121500,-10145,-1682,1,0,0,1,2,0,C,49,39,0,10,0,0,0,0,0,0,0,C
5010574,0,1,1,0,1,1,1,6,30.99,4.36,1,247500,-11320,-1591,1,0,0,1,3,0,0,33,0,0,33,0,0,0,0,0,0,0,0
5010575,0,1,1,0,1,1,1,6,30.99,4.36,1,247500,-11320,-1591,1,0,0,1,3,-8,C,42,32,0,10,0,0,0,0,0,0,0,C
5010578,0,1,1,0,1,1,1,6,30.99,4.36,1,247500,-11320,-1591,1,0,0,1,3,0,X,43,0,42,1,0,0,0,0,0,0,0,X
5010579,0,1,1,0,1,1,1,6,30.99,4.36,1,247500,-11320,-1591,1,0,0,1,3,0,C,27,17,0,10,0,0,0,0,0,0,0,C
5010583,1,0,0,1,0,1,1,3,38.8,5.27,1,72000,-14173,-1925,1,0,0,1,3,0,0,44,0,19,25,0,0,0,0,0,0,0,0
5010584,0,1,0,0,1,1,1,6,56.06,1.44,0,135000,-20476,-525,1,0,0,0,2,-6,C,9,6,0,3,0,0,0,0,0,0,0,C
5010585,0,1,0,0,1,1,1,6,56.06,1.44,0,135000,-20476,-525,1,0,0,0,2,0,0,9,0,1,8,0,0,0,0,0,0,0,0
5010586,0,1,1,0,1,1,1,5,46.02,9.11,1,180000,-16809,-3327,1,0,0,0,3,0,C,40,34,0,6,0,0,0,0,0,0,0,C
5010587,0,1,1,0,1,1,1,5,46.02,9.11,1,180000,-16809,-3327,1,0,0,0,3,0,C,8,2,1,5,0,0,0,0,0,0,0,C
5010588,0,1,1,0,1,1,1,5,46.02,9.11,1,180000,-16809,-3327,1,0,0,0,3,0,0,9,0,1,8,0,0,0,0,0,0,0,0
5010589,0,1,1,0,1,1,1,5,46.02,9.11,1,180000,-16809,-3327,1,0,0,0,3,0,0,13,0,1,12,0,0,0,0,0,0,0,0
5010590,0,1,1,0,1,1,1,5,46.02,9.11,1,180000,-16809,-3327,1,0,0,0,3,0,C,14,7,0,7,0,0,0,0,0,0,0,C
5010591,0,1,1,0,1,1,1,5,46.02,9.11,1,180000,-16809,-3327,1,0,0,0,3,-21,X,8,0,2,6,0,0,0,0,0,0,0,X
5010592,1,0,1,2,1,1,1,0,62.77,999.98,0,112500,-22927,365243,1,0,0,0,2,-26,C,28,25,0,3,0,0,0,0,0,0,0,C
5010593,1,0,1,2,1,1,1,0,62.77,999.98,0,112500,-22927,365243,1,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0
5010594,1,0,1,2,1,1,1,0,62.77,999.98,0,112500,-22927,365243,1,0,0,0,2,0,C,4,1,0,3,0,0,0,0,0,0,0,C
5010595,1,0,1,2,1,1,1,0,62.77,999.98,0,112500,-22927,365243,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5010596,1,0,1,2,1,1,1,0,62.77,999.98,0,112500,-22927,365243,1,0,0,0,2,0,C,12,9,0,3,0,0,0,0,0,0,0,C
5010597,1,0,1,2,1,1,1,0,62.77,999.98,0,112500,-22927,365243,1,0,0,0,2,-16,C,12,6,0,6,0,0,0,0,0,0,0,C
5010598,1,0,1,1,2,1,1,3,29.89,2.52,1,247500,-10916,-921,1,0,0,0,3,0,0,9,0,0,9,0,0,0,0,0,0,0,0
5010599,1,0,1,0,0,1,1,6,32.48,12.36,2,90000,-11864,-4513,1,0,0,0,4,0,0,7,0,0,7,0,0,0,0,0,0,0,0
5010600,1,0,1,0,0,1,1,6,32.48,12.36,2,90000,-11864,-4513,1,0,0,0,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0
5010601,1,0,1,0,0,1,1,6,32.48,12.36,2,90000,-11864,-4513,1,0,0,0,4,0,0,13,0,1,12,0,0,0,0,0,0,0,0
5010602,1,0,1,0,0,1,1,6,32.48,12.36,2,90000,-11864,-4513,1,0,0,0,4,0,C,19,9,0,10,0,0,0,0,0,0,0,C
5010603,1,0,1,0,0,1,1,6,32.48,12.36,2,90000,-11864,-4513,1,0,0,0,4,-12,X,13,0,1,10,2,0,0,0,0,0,1,X
5010604,1,0,1,0,0,1,1,6,32.48,12.36,2,90000,-11864,-4513,1,0,0,0,4,0,C,30,20,0,10,0,0,0,0,0,0,0,C
5010605,1,0,1,0,0,1,1,6,32.48,12.36,2,90000,-11864,-4513,1,0,0,0,4,-27,C,7,3,0,4,0,0,0,0,0,0,0,C
5010606,1,0,1,2,1,4,1,0,54.48,999.98,0,65250,-19897,365243,1,0,1,0,1,-31,X,4,0,1,3,0,0,0,0,0,0,0,X
5010607,1,0,1,2,1,4,1,0,54.48,999.98,0,65250,-19897,365243,1,0,1,0,1,-15,C,33,26,0,7,0,0,0,0,0,0,0,C
5010608,1,0,1,2,1,4,1,0,54.48,999.98,0,65250,-19897,365243,1,0,1,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0
5010609,1,0,1,2,1,4,1,0,54.48,999.98,0,65250,-19897,365243,1,0,1,0,1,-13,X,4,0,1,3,0,0,0,0,0,0,0,X
5010610,1,0,1,2,1,4,1,0,54.48,999.98,0,65250,-19897,365243,1,0,1,0,1,0,C,33,26,0,7,0,0,0,0,0,0,0,C
5010613,1,0,1,0,1,1,1,9,50.79,3.36,0,184500,-18551,-1226,1,0,0,0,2,0,C,19,13,0,6,0,0,0,0,0,0,0,C
5010615,1,0,1,0,1,0,1,9,58,3.02,0,90000,-21183,-1104,1,0,0,0,2,0,C,54,47,0,7,0,0,0,0,0,0,0,C
5010616,1,0,1,0,1,0,1,9,58,3.02,0,90000,-21183,-1104,1,0,0,0,2,0,C,37,12,0,25,0,0,0,0,0,0,0,C
5010617,1,0,1,0,1,0,1,9,58,3.02,0,90000,-21183,-1104,1,0,0,0,2,0,C,45,38,0,7,0,0,0,0,0,0,0,C
5010620,1,0,1,2,2,1,1,0,60.93,999.98,0,103500,-22254,365243,1,0,1,0,2,-20,0,18,0,0,18,0,0,0,0,0,0,0,0
5010621,1,0,1,2,2,1,1,0,60.93,999.98,0,103500,-22254,365243,1,0,1,0,2,-15,C,38,19,0,19,0,0,0,0,0,0,0,C
5010622,1,0,1,2,2,1,1,0,60.93,999.98,0,103500,-22254,365243,1,0,1,0,2,0,C,19,11,0,8,0,0,0,0,0,0,0,C
5010623,1,0,1,2,2,1,1,0,60.93,999.98,0,103500,-22254,365243,1,0,1,0,2,0,0,13,0,3,10,0,0,0,0,0,0,0,0
5010624,1,0,1,2,2,1,1,0,60.93,999.98,0,103500,-22254,365243,1,0,1,0,2,0,C,30,11,0,19,0,0,0,0,0,0,0,C
5010625,1,0,1,0,1,2,1,0,53.17,5.52,0,180000,-19421,-2017,1,0,0,0,1,0,X,3,0,2,1,0,0,0,0,0,0,0,X
5010626,1,0,1,0,1,2,1,0,53.17,5.52,0,180000,-19421,-2017,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0
5010627,1,0,1,0,1,2,1,0,53.17,5.52,0,180000,-19421,-2017,1,0,0,0,1,-1,X,3,0,2,1,0,0,0,0,0,0,0,X
5010628,1,0,1,0,1,2,1,0,53.17,5.52,0,180000,-19421,-2017,1,0,0,0,1,0,2,6,0,1,3,1,1,0,0,0,0,2,2
5010629,1,0,1,0,1,2,1,0,53.17,5.52,0,180000,-19421,-2017,1,0,0,0,1,-4,X,3,0,2,1,0,0,0,0,0,0,0,X
5010630,1,0,1,0,1,2,1,0,53.17,5.52,0,180000,-19421,-2017,1,0,0,0,1,-31,0,4,0,1,3,0,0,0,0,0,0,0,0
5010632,1,1,1,0,1,0,1,2,34.12,1.86,0,180000,-12461,-678,1,0,0,0,2,-22,C,37,17,2,18,0,0,0,0,0,0,0,C
5010633,1,1,1,0,1,0,1,2,34.12,1.86,0,180000,-12461,-678,1,0,0,0,2,0,C,55,43,0,12,0,0,0,0,0,0,0,C
5010635,1,1,1,0,1,0,1,2,34.12,1.86,0,180000,-12461,-678,1,0,0,0,2,0,C,41,37,0,4,0,0,0,0,0,0,0,C
5010636,1,1,1,0,1,0,1,2,34.12,1.86,0,180000,-12461,-678,1,0,0,0,2,0,C,36,16,2,18,0,0,0,0,0,0,0,C
5010637,1,1,1,0,1,0,1,2,34.12,1.86,0,180000,-12461,-678,1,0,0,0,2,0,0,37,0,2,35,0,0,0,0,0,0,0,0
5010638,1,1,1,0,1,0,1,2,34.12,1.86,0,180000,-12461,-678,1,0,0,0,2,0,0,16,0,2,14,0,0,0,0,0,0,0,0
5010639,1,1,1,0,1,0,1,2,34.12,1.86,0,180000,-12461,-678,1,0,0,0,2,0,X,14,0,14,0,0,0,0,0,0,0,#NAME?,X
5010640,1,1,1,0,1,0,1,2,34.12,1.86,0,180000,-12461,-678,1,0,0,0,2,0,C,14,10,0,4,0,0,0,0,0,0,0,C
5010641,1,1,1,0,1,0,1,2,34.12,1.86,0,180000,-12461,-678,1,0,0,0,2,0,C,59,55,0,4,0,0,0,0,0,0,0,C
5010642,1,0,0,2,1,1,2,0,52.74,999.98,0,180000,-19263,365243,1,0,1,0,2,-48,X,7,0,1,6,0,0,0,0,0,0,0,X
5010643,1,0,0,2,1,1,2,0,52.74,999.98,0,180000,-19263,365243,1,0,1,0,2,0,0,6,0,5,1,0,0,0,0,0,0,0,0
5010644,0,0,1,2,1,1,1,0,52.28,999.98,0,157500,-19096,365243,1,0,0,0,2,0,0,8,0,0,8,0,0,0,0,0,0,0,0
5010645,1,1,1,0,0,1,1,0,32.65,4.44,2,67500,-11925,-1621,1,0,0,0,4,0,0,11,0,0,11,0,0,0,0,0,0,0,0
5010646,1,1,1,0,0,1,1,0,32.65,4.44,2,67500,-11925,-1621,1,0,0,0,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0
5010647,0,0,0,0,1,1,1,4,24.21,1.36,1,112500,-8843,-495,1,1,1,0,3,0,C,17,5,0,12,0,0,0,0,0,0,0,C
5010648,0,0,0,0,1,1,1,4,24.21,1.36,1,112500,-8843,-495,1,1,1,0,3,-25,X,5,0,1,4,0,0,0,0,0,0,0,X
5010649,0,0,0,0,1,1,1,4,24.21,1.36,1,112500,-8843,-495,1,1,1,0,3,0,0,11,0,0,11,0,0,0,0,0,0,0,0
5010650,0,0,0,0,1,1,1,4,24.21,1.36,1,112500,-8843,-495,1,1,1,0,3,0,X,5,0,1,4,0,0,0,0,0,0,0,X
5010651,0,0,0,0,1,1,1,4,24.21,1.36,1,112500,-8843,-495,1,1,1,0,3,-12,C,17,5,0,12,0,0,0,0,0,0,0,C
5010652,0,1,0,0,0,2,1,4,30.27,2.94,0,180000,-11055,-1074,1,0,0,0,1,0,C,41,29,0,12,0,0,0,0,0,0,0,C
5010653,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,0,0,15,0,10,5,0,0,0,0,0,0,0,0
5010654,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,-11,X,6,0,2,4,0,0,0,0,0,0,0,X
5010655,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,-20,C,22,7,10,5,0,0,0,0,0,0,0,C
5010656,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,-30,C,14,7,0,6,1,0,0,0,0,0,1,C
5010657,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,0,X,5,0,3,2,0,0,0,0,0,0,0,X
5010658,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,0,X,7,0,4,3,0,0,0,0,0,0,0,X
5010659,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,-15,C,43,39,0,4,0,0,0,0,0,0,0,C
5010660,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,-12,C,22,7,10,5,0,0,0,0,0,0,0,C
5010661,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,-8,C,14,7,0,6,1,0,0,0,0,0,1,C
5010662,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,0,X,13,0,9,4,0,0,0,0,0,0,0,X
5010663,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,-14,X,7,0,2,5,0,0,0,0,0,0,0,X
5010664,0,1,1,0,1,1,1,4,36.58,11.19,2,270000,-13360,-4086,1,0,0,0,4,0,C,42,22,1,19,0,0,0,0,0,0,0,C
5010665,0,1,1,0,1,1,1,2,46.98,8.19,0,180000,-17158,-2990,1,0,0,0,2,-5,C,10,4,0,6,0,0,0,0,0,0,0,C
5010666,0,1,1,0,1,1,1,2,46.98,8.19,0,180000,-17158,-2990,1,0,0,0,2,0,C,20,19,0,1,0,0,0,0,0,0,0,C
5010667,0,1,1,0,1,1,1,2,46.98,8.19,0,180000,-17158,-2990,1,0,0,0,2,0,C,21,15,1,5,0,0,0,0,0,0,0,C
5010668,0,1,1,0,1,1,1,2,46.98,8.19,0,180000,-17158,-2990,1,0,0,0,2,-5,C,20,19,0,1,0,0,0,0,0,0,0,C
5010669,0,1,1,0,1,1,1,2,46.98,8.19,0,180000,-17158,-2990,1,0,0,0,2,0,C,10,8,0,2,0,0,0,0,0,0,0,C
5010670,0,1,1,0,1,1,1,2,46.98,8.19,0,180000,-17158,-2990,1,0,0,0,2,0,C,8,7,0,1,0,0,0,0,0,0,0,C
5010671,0,1,1,0,1,1,1,2,46.98,8.19,0,180000,-17158,-2990,1,0,0,0,2,0,C,15,14,0,1,0,0,0,0,0,0,0,C
5010672,1,0,1,0,1,0,1,0,42.48,23.86,1,157500,-15514,-8714,1,0,0,0,3,0,0,5,0,1,4,0,0,0,0,0,0,0,0
5010673,1,0,1,0,1,0,1,0,42.48,23.86,1,157500,-15514,-8714,1,0,0,0,3,0,0,21,0,1,20,0,0,0,0,0,0,0,0
5010674,1,0,1,0,1,0,1,0,42.48,23.86,1,157500,-15514,-8714,1,0,0,0,3,0,X,21,0,6,15,0,0,0,0,0,0,0,X
5010675,1,0,1,0,1,0,1,2,35.04,1.77,2,225000,-12798,-648,1,0,0,0,4,-7,X,9,0,1,8,0,0,0,0,0,0,0,X
5010676,0,1,1,0,1,1,1,1,56.99,2.27,0,189000,-20815,-829,1,0,0,1,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0
5010677,0,1,1,0,1,1,1,1,56.99,2.27,0,189000,-20815,-829,1,0,0,1,2,-8,C,20,15,1,4,0,0,0,0,0,0,0,C
5010678,0,1,1,0,0,1,1,5,28.19,6.11,0,292500,-10297,-2231,1,0,0,0,2,-21,C,13,5,0,8,0,0,0,0,0,0,0,C
5010679,0,1,1,0,0,1,1,5,28.19,6.11,0,292500,-10297,-2231,1,0,0,0,2,0,X,55,0,55,0,0,0,0,0,0,0,#NAME?,X
5010680,0,1,1,0,0,1,1,5,28.19,6.11,0,292500,-10297,-2231,1,0,0,0,2,-4,C,38,15,0,23,0,0,0,0,0,0,0,C
5010681,0,1,1,0,0,1,1,5,28.19,6.11,0,292500,-10297,-2231,1,0,0,0,2,0,0,15,0,0,15,0,0,0,0,0,0,0,0
5010682,0,1,1,0,0,1,1,5,28.19,6.11,0,292500,-10297,-2231,1,0,0,0,2,0,C,13,5,0,8,0,0,0,0,0,0,0,C
5010683,0,1,1,0,0,1,1,5,28.19,6.11,0,292500,-10297,-2231,1,0,0,0,2,0,C,15,9,0,6,0,0,0,0,0,0,0,C
5010684,0,1,1,0,0,1,1,5,28.19,6.11,0,292500,-10297,-2231,1,0,0,0,2,-4,X,16,0,2,14,0,0,0,0,0,0,0,X
5010685,0,1,1,0,0,1,1,5,28.19,6.11,0,292500,-10297,-2231,1,0,0,0,2,0,C,37,11,26,0,0,0,0,0,0,0,#NAME?,C
5010686,0,1,1,0,0,1,1,5,28.19,6.11,0,292500,-10297,-2231,1,0,0,0,2,-28,X,16,0,1,15,0,0,0,0,0,0,0,X
5010689,0,1,1,0,1,2,1,4,56.56,0.86,0,99000,-20659,-313,1,1,1,1,1,0,C,19,14,2,3,0,0,0,0,0,0,0,C
5010690,0,1,1,0,1,2,1,4,56.56,0.86,0,99000,-20659,-313,1,1,1,1,1,0,0,33,0,2,30,1,0,0,0,0,0,1,0
5010691,0,0,0,1,2,0,3,0,33.35,1.11,0,202500,-12180,-405,1,0,0,0,2,0,C,13,3,0,8,2,0,0,0,0,0,1,C
5010692,0,0,0,1,2,0,3,0,33.35,1.11,0,202500,-12180,-405,1,0,0,0,2,0,0,9,0,0,9,0,0,0,0,0,0,0,0
5010693,0,0,0,1,2,0,3,0,33.35,1.11,0,202500,-12180,-405,1,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0
5010694,0,0,0,1,2,0,3,0,33.35,1.11,0,202500,-12180,-405,1,0,0,0,2,0,C,13,3,0,8,2,0,0,0,0,0,1,C
5010696,1,1,1,1,0,1,1,2,38.21,8.27,2,292500,-13958,-3021,1,0,0,0,4,-35,X,6,0,1,5,0,0,0,0,0,0,0,X
5010697,1,1,1,1,0,1,1,2,38.21,8.27,2,292500,-13958,-3021,1,0,0,0,4,0,C,41,24,17,0,0,0,0,0,0,0,#NAME?,C
5010699,1,1,1,1,0,1,1,2,38.21,8.27,2,292500,-13958,-3021,1,0,0,0,4,0,X,5,0,5,0,0,0,0,0,0,0,#NAME?,X
5010700,1,1,1,1,0,1,1,2,38.21,8.27,2,292500,-13958,-3021,1,0,0,0,4,0,0,6,0,0,6,0,0,0,0,0,0,0,0
5010701,1,1,1,1,0,1,1,2,38.21,8.27,2,292500,-13958,-3021,1,0,0,0,4,0,X,11,0,11,0,0,0,0,0,0,0,#NAME?,X
5010702,1,1,1,1,0,1,1,2,38.21,8.27,2,292500,-13958,-3021,1,0,0,0,4,0,C,21,4,17,0,0,0,0,0,0,0,#NAME?,C
5010703,1,1,1,1,0,1,1,2,38.21,8.27,2,292500,-13958,-3021,1,0,0,0,4,-8,C,21,15,0,6,0,0,0,0,0,0,0,C
5010706,0,1,0,0,1,1,1,6,43.43,13.86,0,202500,-15862,-5061,1,0,1,0,2,-5,0,22,0,1,21,0,0,0,0,0,0,0,0
5010707,0,1,0,0,1,1,1,6,43.43,13.86,0,202500,-15862,-5061,1,0,1,0,2,0,X,30,0,29,1,0,0,0,0,0,0,0,X
5010708,0,1,0,0,1,1,1,6,43.43,13.86,0,202500,-15862,-5061,1,0,1,0,2,-11,X,30,0,29,1,0,0,0,0,0,0,0,X
5010709,0,0,1,0,1,1,1,4,37.86,16.44,2,180000,-13828,-6004,1,1,1,0,4,0,0,7,0,0,7,0,0,0,0,0,0,0,0
5010710,0,0,1,0,1,1,1,4,37.86,16.44,2,180000,-13828,-6004,1,1,1,0,4,0,C,26,15,0,11,0,0,0,0,0,0,0,C
5010711,0,0,1,0,1,1,1,4,37.86,16.44,2,180000,-13828,-6004,1,1,1,0,4,-46,X,5,0,3,2,0,0,0,0,0,0,0,X
5010713,0,0,1,0,1,1,1,4,37.86,16.44,2,180000,-13828,-6004,1,1,1,0,4,0,X,4,0,4,0,0,0,0,0,0,0,#NAME?,X
5010715,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,-14,C,20,6,4,10,0,0,0,0,0,0,0,C
5010716,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,-9,C,20,6,4,10,0,0,0,0,0,0,0,C
5010717,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,0,0,9,0,2,7,0,0,0,0,0,0,0,0
5010722,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,-16,C,29,23,0,6,0,0,0,0,0,0,0,C
5010724,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,0,C,39,38,1,0,0,0,0,0,0,0,#NAME?,C
5010725,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,-33,0,9,0,4,5,0,0,0,0,0,0,0,0
5010726,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,0,C,20,6,4,10,0,0,0,0,0,0,0,C
5010727,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,0,X,3,0,2,1,0,0,0,0,0,0,0,X
5010728,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,0,0,4,0,2,2,0,0,0,0,0,0,0,0
5010729,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,0,0,13,0,3,10,0,0,0,0,0,0,0,0
5010730,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,0,C,19,5,4,10,0,0,0,0,0,0,0,C
5010731,1,0,1,0,1,1,1,8,58.58,2.77,0,135000,-21396,-1013,1,0,0,1,2,-9,C,20,6,4,10,0,0,0,0,0,0,0,C
5010734,1,0,1,0,1,0,1,15,32.45,13.86,0,157500,-11853,-5061,1,1,0,0,2,-42,X,5,0,1,4,0,0,0,0,0,0,0,X
5010735,1,0,1,0,1,0,1,15,32.45,13.86,0,157500,-11853,-5061,1,1,0,0,2,0,X,5,0,5,0,0,0,0,0,0,0,#NAME?,X
5010737,1,0,1,0,1,0,1,15,32.45,13.86,0,157500,-11853,-5061,1,1,0,0,2,-40,X,5,0,1,4,0,0,0,0,0,0,0,X
5010739,1,0,1,0,1,0,1,15,32.45,13.86,0,157500,-11853,-5061,1,1,0,0,2,-1,X,5,0,1,4,0,0,0,0,0,0,0,X
5010740,1,0,1,0,1,0,1,15,32.45,13.86,0,157500,-11853,-5061,1,1,0,0,2,-23,X,7,0,2,5,0,0,0,0,0,0,0,X
5010741,1,0,1,0,1,0,1,15,32.45,13.86,0,157500,-11853,-5061,1,1,0,0,2,0,C,34,28,0,6,0,0,0,0,0,0,0,C
5010742,1,0,1,0,1,0,1,15,32.45,13.86,0,157500,-11853,-5061,1,1,0,0,2,-40,X,7,0,2,5,0,0,0,0,0,0,0,X
5010743,0,1,1,0,1,1,1,7,60.27,28.02,0,157500,-22014,-10236,1,1,1,0,2,-2,X,39,0,20,19,0,0,0,0,0,0,0,X
5010745,0,1,1,0,1,1,1,7,60.27,28.02,0,157500,-22014,-10236,1,1,1,0,2,0,0,15,0,9,6,0,0,0,0,0,0,0,0
5010746,0,1,1,0,1,1,1,7,60.27,28.02,0,157500,-22014,-10236,1,1,1,0,2,-11,C,40,14,12,14,0,0,0,0,0,0,0,C
5010747,0,1,1,0,1,1,1,7,60.27,28.02,0,157500,-22014,-10236,1,1,1,0,2,-8,X,14,0,14,0,0,0,0,0,0,0,#NAME?,X
5010750,1,1,1,2,2,1,1,0,58.45,999.98,0,67500,-21350,365243,1,0,1,0,2,0,0,10,0,5,5,0,0,0,0,0,0,0,0
